treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype
control,2019-07-31,2019-07-31,tray5,20,diy_data\pimframes\control-20190731-tray5-20.tif,Fmp,t160_ALon,5,39.6000,0.1205,1.6641,0.0753,0.6490,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,20,diy_data\pimframes\control-20190731-tray5-20.tif,Fmp,t160_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,20,diy_data\pimframes\control-20190731-tray5-20.tif,Fmp,t160_ALon,7,37.2748,0.1182,1.8645,0.0749,0.7931,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,20,diy_data\pimframes\control-20190731-tray5-20.tif,Fmp,t160_ALon,8,34.2863,0.1200,1.7996,0.0788,0.5536,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,0,35.0058,0.1409,1.7072,0.0759,0.7625,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,1,37.3745,0.1340,1.5678,0.0765,0.5280,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,2,37.0592,0.1340,1.5364,0.0802,0.6430,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,3,36.1675,0.1530,1.6700,0.0750,0.4908,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,4,31.4700,0.1308,1.6230,0.0916,0.5497,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,5,33.7100,0.1500,1.7360,0.0777,1.1953,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,7,31.5080,0.1453,1.9534,0.0847,1.1225,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,21,diy_data\pimframes\control-20190731-tray5-21.tif,Fp,t180_ALon,8,29.0973,0.1371,1.9179,0.0825,1.0063,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,0,40.7006,0.1409,1.7072,0.0759,0.7625,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,1,43.1742,0.1340,1.5678,0.0765,0.5280,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,2,42.8452,0.1340,1.5364,0.0802,0.6430,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,3,42.6082,0.1530,1.6700,0.0750,0.4908,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,4,35.9880,0.1308,1.6230,0.0916,0.5497,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,5,39.5820,0.1500,1.7360,0.0777,1.1953,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,7,36.8512,0.1453,1.9534,0.0847,1.1225,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,22,diy_data\pimframes\control-20190731-tray5-22.tif,Fmp,t180_ALon,8,33.6336,0.1371,1.9179,0.0825,1.0063,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,0,34.4023,0.1578,1.7112,0.0726,0.7999,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,1,36.9071,0.1525,1.5481,0.0820,0.4523,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,2,36.6874,0.1545,1.5078,0.0841,0.6512,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,3,35.6201,0.1708,1.6479,0.0732,0.5634,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,4,30.7050,0.1431,1.6832,0.0856,0.9026,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,5,33.1560,0.1609,1.7422,0.0746,1.1294,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,7,30.4276,0.1679,1.9569,0.0873,1.0016,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,23,diy_data\pimframes\control-20190731-tray5-23.tif,Fp,t200_ALon,8,28.1966,0.1544,1.9270,0.0943,0.9193,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,0,40.9836,0.1578,1.7112,0.0726,0.7999,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,1,43.5457,0.1525,1.5481,0.0820,0.4523,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,2,43.4446,0.1545,1.5078,0.0841,0.6512,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,3,43.0383,0.1708,1.6479,0.0732,0.5634,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,4,35.7122,0.1431,1.6832,0.0856,0.9026,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,5,39.6160,0.1609,1.7422,0.0746,1.1294,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,7,36.5255,0.1679,1.9569,0.0873,1.0016,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,24,diy_data\pimframes\control-20190731-tray5-24.tif,Fmp,t200_ALon,8,33.3378,0.1544,1.9270,0.0943,0.9193,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,0,33.8409,0.1776,1.6752,0.0824,0.6310,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,1,36.2830,0.1674,1.5627,0.0742,0.6265,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,2,36.4355,0.1697,1.4854,0.0671,0.6631,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,3,34.9644,0.1818,1.6791,0.0691,0.6320,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,4,30.0983,0.1563,1.7286,0.0912,1.0039,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,5,32.5500,0.1720,1.7648,0.0833,1.2567,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,7,29.8257,0.1827,2.0018,0.0848,1.4578,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,25,diy_data\pimframes\control-20190731-tray5-25.tif,Fp,t220_ALon,8,27.4332,0.1698,1.9808,0.0897,0.8851,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,0,41.1743,0.1776,1.6752,0.0824,0.6310,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,1,43.8084,0.1674,1.5627,0.0742,0.6265,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,2,44.0243,0.1697,1.4854,0.0671,0.6631,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,3,43.0290,0.1818,1.6791,0.0691,0.6320,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,4,35.6355,0.1563,1.7286,0.0912,1.0039,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,5,39.5020,0.1720,1.7648,0.0833,1.2567,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,7,36.4839,0.1827,2.0018,0.0848,1.4578,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,26,diy_data\pimframes\control-20190731-tray5-26.tif,Fmp,t220_ALon,8,33.0935,0.1698,1.9808,0.0897,0.8851,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,0,33.2023,0.1889,1.7285,0.0882,0.8666,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,1,35.4935,0.1877,1.5534,0.0731,0.6254,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,2,35.9666,0.1838,1.4747,0.0753,0.5511,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,3,34.0066,0.1975,1.7114,0.0721,0.6853,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,4,29.1871,0.1636,1.7650,0.0811,0.8648,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,5,31.6640,0.1926,1.7562,0.0879,0.9778,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,7,29.2105,0.1941,2.0005,0.0872,1.1467,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,27,diy_data\pimframes\control-20190731-tray5-27.tif,Fp,t240_ALon,8,26.6279,0.1873,2.0914,0.0945,1.7127,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,0,40.8772,0.1889,1.7285,0.0882,0.8666,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,1,43.8607,0.1877,1.5534,0.0731,0.6254,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,2,44.0865,0.1838,1.4747,0.0753,0.5511,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,3,42.4591,0.1975,1.7114,0.0721,0.6853,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,4,34.8921,0.1636,1.7650,0.0811,0.8648,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,5,39.1220,0.1926,1.7562,0.0879,0.9778,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,7,36.3137,0.1941,2.0005,0.0872,1.1467,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,28,diy_data\pimframes\control-20190731-tray5-28.tif,Fmp,t240_ALon,8,32.8378,0.1873,2.0914,0.0945,1.7127,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,0,32.3591,0.1933,1.8157,0.0861,1.0575,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,1,34.5907,0.1992,1.5743,0.0787,0.5175,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,2,35.1608,0.1860,1.5409,0.0689,0.7758,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,3,32.9103,0.2123,1.7651,0.0766,0.8030,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,4,28.1559,0.1676,1.8379,0.0853,0.7951,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,5,30.5880,0.2007,1.8521,0.0784,1.2689,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,7,28.4665,0.2095,2.0892,0.0863,1.5322,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,29,diy_data\pimframes\control-20190731-tray5-29.tif,Fp,t260_ALon,8,26.1870,0.2028,2.0235,0.1016,1.0186,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,0,40.2316,0.1933,1.8157,0.0861,1.0575,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,1,43.3367,0.1992,1.5743,0.0787,0.5175,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,2,43.5645,0.1860,1.5409,0.0689,0.7758,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,3,41.7797,0.2123,1.7651,0.0766,0.8030,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,4,33.9688,0.1676,1.8379,0.0853,0.7951,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,5,38.3820,0.2007,1.8521,0.0784,1.2689,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,7,36.0979,0.2095,2.0892,0.0863,1.5322,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,30,diy_data\pimframes\control-20190731-tray5-30.tif,Fmp,t260_ALon,8,32.7996,0.2028,2.0235,0.1016,1.0186,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,0,31.3743,0.2051,1.8537,0.0833,1.1609,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,1,33.6734,0.2109,1.6493,0.0822,0.9146,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,2,34.2595,0.1983,1.5849,0.0798,0.9577,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,3,31.9736,0.2219,1.7747,0.0813,0.5104,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,4,27.0767,0.1818,1.9388,0.0849,0.8999,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,5,29.5780,0.2071,1.8806,0.0832,1.0200,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,7,27.8016,0.2203,2.1181,0.0856,1.6176,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,31,diy_data\pimframes\control-20190731-tray5-31.tif,Fp,t280_ALon,8,25.5630,0.2019,2.1292,0.1025,1.5240,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,0,39.5766,0.2051,1.8537,0.0833,1.1609,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,1,42.7300,0.2109,1.6493,0.0822,0.9146,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,2,42.8225,0.1983,1.5849,0.0798,0.9577,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,3,41.0660,0.2219,1.7747,0.0813,0.5104,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,4,33.1631,0.1818,1.9388,0.0849,0.8999,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,5,37.3940,0.2071,1.8806,0.0832,1.0200,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,7,35.7306,0.2203,2.1181,0.0856,1.6176,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,32,diy_data\pimframes\control-20190731-tray5-32.tif,Fmp,t280_ALon,8,32.1813,0.2019,2.1292,0.1025,1.5240,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,0,30.5287,0.2121,1.9303,0.0860,1.2094,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,1,32.6139,0.2197,1.6698,0.0825,0.6174,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,2,33.3217,0.2011,1.6377,0.0820,0.8203,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,3,31.0251,0.2361,1.8289,0.0860,0.6873,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,4,26.2494,0.1913,2.0361,0.1102,1.0409,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,5,28.6220,0.2227,1.8866,0.0945,0.8041,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,7,27.0255,0.2291,2.0993,0.1065,1.0653,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,33,diy_data\pimframes\control-20190731-tray5-33.tif,Fp,t300_ALon,8,24.7653,0.2150,2.1402,0.1031,0.9181,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,0,38.8094,0.2121,1.9303,0.0860,1.2094,34.2000,True,True,wt
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,1,41.7852,0.2197,1.6698,0.0825,0.6174,27.5600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,2,41.8786,0.2011,1.6377,0.0820,0.8203,26.3600,True,True,stn7
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,3,40.5620,0.2361,1.8289,0.0860,0.6873,30.3200,True,True,wt
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,4,32.3933,0.1913,2.0361,0.1102,1.0409,16.6800,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,5,36.8940,0.2227,1.8866,0.0945,0.8041,20.0000,True,True,vccn1
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,7,34.9786,0.2291,2.0993,0.1065,1.0653,29.8400,True,True,kea3
control,2019-07-31,2019-07-31,tray5,34,diy_data\pimframes\control-20190731-tray5-34.tif,Fmp,t300_ALon,8,31.6679,0.2150,2.1402,0.1031,0.9181,20.9600,True,True,kea3
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,0,27.0040,0.7468,0.0000,0.0279,0.0000,30.1200,True,True,wt
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,1,27.3499,0.7441,0.0000,0.0318,0.0000,25.7200,True,True,stn7
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,2,26.7157,0.7411,0.0000,0.0300,0.0000,23.9200,True,True,stn7
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,3,27.8556,0.7421,0.0000,0.0279,0.0000,25.2000,True,True,wt
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,4,23.7775,0.7379,0.0000,0.0339,0.0000,14.9200,True,True,vccn1
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,5,24.8838,0.7407,0.0000,0.0254,0.0000,18.2400,True,True,vccn1
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,7,23.1094,0.7473,0.0000,0.0347,0.0000,15.3600,True,True,kea3
control,2019-07-31,2019-07-31,tray6,1,diy_data\pimframes\control-20190731-tray6-1.tif,Fo,FvFm,8,24.3173,0.7469,0.0000,0.0329,0.0000,21.5600,True,True,kea3
control,2019-07-31,2019-07-31,tray6,2,diy_data\pimframes\control-20190731-tray6-2.tif,Fm,FvFm,0,107.3652,0.7468,0.0000,0.0279,0.0000,30.1200,True,True,wt
control,2019-07-31,2019-07-31,tray6,2,diy_data\pimframes\control-20190731-tray6-2.tif,Fm,FvFm,1,107.6625,0.7441,0.0000,0.0318,0.0000,25.7200,True,True,stn7
control,2019-07-31,2019-07-31,tray6,2,diy_data\pimframes\control-20190731-tray6-2.tif,Fm,FvFm,2,104.0401,0.7411,0.0000,0.0300,0.0000,23.9200,True,True,stn7
