treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype,idate,measurement
control,2019-08-02,2019-08-02,tray5,12,diy_data\pimframes\control-20190802-tray5-12.tif,Fmp,t80_ALon,7,38.0854,0.0512,1.1578,0.0603,0.4145,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,12,diy_data\pimframes\control-20190802-tray5-12.tif,Fmp,t80_ALon,8,38.4467,0.0677,1.2066,0.0757,0.3321,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,0,37.4387,0.0661,1.4883,0.0674,0.4153,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,1,34.9523,0.0707,1.5265,0.0805,0.4965,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,2,33.9923,0.0771,1.5576,0.0735,0.4658,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,3,39.2816,0.0621,1.5131,0.0632,0.3817,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,4,39.2909,0.0581,1.3879,0.0605,0.589,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,5,39.2751,0.0745,1.3264,0.0721,0.4056,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,7,32.56,0.0691,1.3972,0.0735,0.4748,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,13,diy_data\pimframes\control-20190802-tray5-13.tif,Fp,t100_ALon,8,31.9262,0.0836,1.4727,0.0814,0.3793,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,0,39.6501,0.0661,1.4883,0.0674,0.4153,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,1,37.0068,0.0707,1.5265,0.0805,0.4965,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,2,36.5141,0.0771,1.5576,0.0735,0.4658,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,3,41.5422,0.0621,1.5131,0.0632,0.3817,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,4,41.316,0.0581,1.3879,0.0605,0.589,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,5,42.0053,0.0745,1.3264,0.0721,0.4056,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,7,34.4797,0.0691,1.3972,0.0735,0.4748,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,14,diy_data\pimframes\control-20190802-tray5-14.tif,Fmp,t100_ALon,8,34.4235,0.0836,1.4727,0.0814,0.3793,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,0,34.7611,0.0812,1.6451,0.0747,0.4999,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,1,32.6243,0.0804,1.6985,0.0764,0.6222,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,2,31.7685,0.0981,1.7068,0.0853,0.599,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,3,36.0509,0.0784,1.6926,0.0667,0.4224,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,4,35.1021,0.0779,1.6112,0.0719,0.6306,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,5,35.1023,0.0913,1.6063,0.0958,0.6078,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,7,30.0508,0.0841,1.5636,0.0795,0.5557,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,15,diy_data\pimframes\control-20190802-tray5-15.tif,Fp,t120_ALon,8,29.2172,0.0859,1.7038,0.076,0.5365,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,0,37.4929,0.0812,1.6451,0.0747,0.4999,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,1,35.1135,0.0804,1.6985,0.0764,0.6222,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,2,34.9604,0.0981,1.7068,0.0853,0.599,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,3,38.8801,0.0784,1.6926,0.0667,0.4224,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,4,37.6879,0.0779,1.6112,0.0719,0.6306,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,5,38.1411,0.0913,1.6063,0.0958,0.6078,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,7,32.4075,0.0841,1.5636,0.0795,0.5557,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,16,diy_data\pimframes\control-20190802-tray5-16.tif,Fmp,t120_ALon,8,31.7049,0.0859,1.7038,0.076,0.5365,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,0,32.9281,0.0938,1.7518,0.0874,0.5265,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,1,31.1771,0.0977,1.7688,0.0894,0.6488,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,2,30.6752,0.1163,1.7553,0.0852,0.6209,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,3,34.0145,0.0934,1.8204,0.0744,0.5233,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,4,32.6397,0.0952,1.7345,0.0875,0.5376,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,5,32.5996,0.1061,1.7359,0.0939,0.5393,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,7,28.2134,0.0914,1.7436,0.0901,0.6808,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,17,diy_data\pimframes\control-20190802-tray5-17.tif,Fp,t140_ALon,8,27.2869,0.108,1.8571,0.101,0.5949,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,0,36.0506,0.0938,1.7518,0.0874,0.5265,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,1,34.3144,0.0977,1.7688,0.0894,0.6488,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,2,34.6816,0.1163,1.7553,0.0852,0.6209,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,3,37.4269,0.0934,1.8204,0.0744,0.5233,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,4,35.7881,0.0952,1.7345,0.0875,0.5376,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,5,36.1799,0.1061,1.7359,0.0939,0.5393,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,7,30.7368,0.0914,1.7436,0.0901,0.6808,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,18,diy_data\pimframes\control-20190802-tray5-18.tif,Fmp,t140_ALon,8,30.2609,0.108,1.8571,0.101,0.5949,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,0,31.4734,0.1063,1.8556,0.0893,0.597,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,1,30.3575,0.1113,1.7997,0.0886,0.7205,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,2,29.9233,0.1338,1.7736,0.0838,0.6391,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,3,32.4659,0.1139,1.8971,0.0901,0.5381,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,4,30.9595,0.1097,1.8243,0.0847,0.5416,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,5,31.0265,0.1227,1.844,0.1005,0.6814,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,7,26.9136,0.10780000000000001,1.8404,0.1003,0.7507,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,19,diy_data\pimframes\control-20190802-tray5-19.tif,Fp,t160_ALon,8,25.8224,0.1229,1.9496,0.0943,0.5334,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,0,35.016,0.1063,1.8556,0.0893,0.597,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,1,33.9659,0.1113,1.7997,0.0886,0.7205,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,2,34.6061,0.1338,1.7736,0.0838,0.6391,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,3,36.4514,0.1139,1.8971,0.0901,0.5381,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,4,34.6127,0.1097,1.8243,0.0847,0.5416,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,5,35.134,0.1227,1.844,0.1005,0.6814,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,7,29.811,0.10780000000000001,1.8404,0.1003,0.7507,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,20,diy_data\pimframes\control-20190802-tray5-20.tif,Fmp,t160_ALon,8,29.224,0.1229,1.9496,0.0943,0.5334,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,0,30.421,0.1216,1.9019,0.0919,0.6157,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,1,29.3598,0.1398,1.8007,0.1111,0.7792,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,2,29.367,0.1613,1.7435,0.099,0.6772,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,3,31.2543,0.1386,1.9073,0.0837,0.5409,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,4,29.9827,0.1259,1.9474,0.0962,1.0129,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,5,29.9577,0.1382,1.8756,0.0983,0.5878,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,7,25.7581,0.1168,1.8971,0.0954,0.7073,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,21,diy_data\pimframes\control-20190802-tray5-21.tif,Fp,t180_ALon,8,24.7104,0.1477,2.0376,0.1136,0.8412,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,0,34.4529,0.1216,1.9019,0.0919,0.6157,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,1,33.8842,0.1398,1.8007,0.1111,0.7792,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,2,35.0793,0.1613,1.7435,0.099,0.6772,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,3,36.2643,0.1386,1.9073,0.0837,0.5409,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,4,34.1002,0.1259,1.9474,0.0962,1.0129,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,5,34.5891,0.1382,1.8756,0.0983,0.5878,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,7,28.9543,0.1168,1.8971,0.0954,0.7073,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,22,diy_data\pimframes\control-20190802-tray5-22.tif,Fmp,t180_ALon,8,28.791,0.1477,2.0376,0.1136,0.8412,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,0,29.444,0.1356,1.9467,0.0924,0.6401,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,1,28.3053,0.1514,1.878,0.0976,0.8593,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,2,28.555,0.1772,1.7601,0.0959,0.7273,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,3,30.2961,0.1535,1.961,0.0878,0.5996,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,4,28.8401,0.1479,1.9221,0.0894,0.6515,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,5,28.9788,0.155,1.9548,0.1045,0.7337,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,7,24.7907,0.1353,1.9724,0.102,0.7708,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,23,diy_data\pimframes\control-20190802-tray5-23.tif,Fp,t200_ALon,8,23.9604,0.1485,2.1186,0.099,1.0025,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,0,33.9236,0.1356,1.9467,0.0924,0.6401,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,1,33.4098,0.1514,1.878,0.0976,0.8593,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,2,34.8747,0.1772,1.7601,0.0959,0.7273,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,3,35.7784,0.1535,1.961,0.0878,0.5996,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,4,33.7919,0.1479,1.9221,0.0894,0.6515,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,5,34.1993,0.155,1.9548,0.1045,0.7337,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,7,28.3943,0.1353,1.9724,0.102,0.7708,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,24,diy_data\pimframes\control-20190802-tray5-24.tif,Fmp,t200_ALon,8,28.0628,0.1485,2.1186,0.099,1.0025,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,0,28.5453,0.1484,2.0163,0.1137,0.7123,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,1,27.2883,0.1658,1.9025,0.107,0.7653,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,2,27.5793,0.1928,1.8314,0.1011,0.8377,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,3,29.3606,0.165,2.0064,0.0862,0.5862,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,4,27.9326,0.1579,1.9921,0.0971,0.6944,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,5,28.1746,0.1631,2.0178,0.1006,0.9186,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,7,24.0904,0.1429,2.0438,0.1134,0.8344,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,25,diy_data\pimframes\control-20190802-tray5-25.tif,Fp,t220_ALon,8,23.0014,0.1737,2.1288,0.1125,0.7279,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,0,33.2726,0.1484,2.0163,0.1137,0.7123,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,1,32.6924,0.1658,1.9025,0.107,0.7653,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,2,34.3018,0.1928,1.8314,0.1011,0.8377,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,3,35.2316,0.165,2.0064,0.0862,0.5862,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,4,33.1079,0.1579,1.9921,0.0971,0.6944,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,5,33.7108,0.1631,2.0178,0.1006,0.9186,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,7,27.8537,0.1429,2.0438,0.1134,0.8344,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,26,diy_data\pimframes\control-20190802-tray5-26.tif,Fmp,t220_ALon,8,27.7678,0.1737,2.1288,0.1125,0.7279,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,0,27.8703,0.1558,2.0729,0.1088,0.7703,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,1,26.5074,0.1743,1.9556,0.1006,0.727,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,2,26.8005,0.2031,1.8743,0.1004,0.8352,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,3,28.5014,0.1825,2.0445,0.0891,0.6604,134.8725,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,4,27.0405,0.1684,2.0484,0.0862,0.7463,63.5775,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,5,27.1675,0.1823,2.0171,0.1021,0.7966,69.4575,TRUE,TRUE,VCCN1,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,7,23.1392,0.1585,2.1028,0.1144,0.8034,120.54,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,27,diy_data\pimframes\control-20190802-tray5-27.tif,Fp,t240_ALon,8,22.3975,0.1811,2.2371,0.1139,1.1199,89.67,TRUE,TRUE,KEA3,3,IndC
control,2019-08-02,2019-08-02,tray5,28,diy_data\pimframes\control-20190802-tray5-28.tif,Fmp,t240_ALon,0,32.865,0.1558,2.0729,0.1088,0.7703,137.935,TRUE,TRUE,WT,3,IndC
control,2019-08-02,2019-08-02,tray5,28,diy_data\pimframes\control-20190802-tray5-28.tif,Fmp,t240_ALon,1,32.084,0.1743,1.9556,0.1006,0.727,107.9225,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,28,diy_data\pimframes\control-20190802-tray5-28.tif,Fmp,t240_ALon,2,33.7877,0.2031,1.8743,0.1004,0.8352,95.795,TRUE,TRUE,STN7,3,IndC
control,2019-08-02,2019-08-02,tray5,28,diy_data\pimframes\control-20190802-tray5-28.tif,Fmp,t240_ALon,3,34.8965,0.1825,2.0445,0.0891,0.6604,134.8725,TRUE,TRUE,WT,3,IndC
